"State","Item","Model","MAE","RMSE","Type"
"North Carolina","Meat","ETS",0.236661868997749,0.360005226370122,"Food"
"North Carolina","Pastries","ARIMA",0.0686746226365049,0.186029779387456,"Food"
"North Carolina","Pastries","ETS",0.0704610369114188,0.187436946746437,"Food"
"North Carolina","Vegetables","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"North Carolina","Vegetables","ETS",0.0206688063396934,0.101534163700363,"Food"
"North Carolina","Dairy","ARIMA",0.03076171875,0.124019592706153,"Food"
"North Carolina","Dairy","ETS",0.0307498787448023,0.124025787520263,"Food"
"North Carolina","Seafood","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"North Carolina","Seafood","ETS",0.0206679305668379,0.101534163813868,"Food"
"North Carolina","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"North Carolina","Fruits","ETS",0.0103746475576971,0.0719841915889432,"Food"
"North Carolina","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"North Carolina","Mixed","ETS",0.0103644467459309,0.0719841923076827,"Food"
"North Carolina","Pasta","ARIMA",0.0307617187498803,0.124019592706153,"Food"
"North Carolina","Pasta","ETS",0.0308457213391379,0.124025748751085,"Food"
"North Carolina","Salads","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"North Carolina","Salads","ETS",0.0206755848948659,0.101534164665491,"Food"
"North Carolina","Eggs","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"North Carolina","Eggs","ETS",0.0103639361582732,0.071984192304036,"Food"
"Oregon","Meat","ARIMA",0.24755859374978,0.428193425188898,"Food"
"Oregon","Meat","ETS",0.247465857942278,0.428214814615422,"Food"
"Oregon","Pastries","ARIMA",0.144042968750327,0.268368188083089,"Food"
"Oregon","Pastries","ETS",0.144107887175631,0.26838159083857,"Food"
"Oregon","Fish","ARIMA",0.0886454654334475,0.21088694970132,"Food"
"Oregon","Fish","ETS",0.0893698448416066,0.211381642338265,"Food"
"Oregon","Vegetables","ARIMA",0.141487815390062,0.300413927772583,"Food"
"Oregon","Vegetables","ETS",0.1448649041099,0.304737096606243,"Food"
"Oregon","Dairy","ARIMA",0.0407986111111023,0.142826137508355,"Food"
"Oregon","Dairy","ETS",0.0407815822378905,0.142833273319825,"Food"
"Oregon","Seafood","ARIMA",0.202180206831931,0.361783663714144,"Food"
"Oregon","Seafood","ETS",0.209354539379004,0.36431981193127,"Food"
"Oregon","Fruits","ARIMA",0.0692855321374117,0.186183563219296,"Food"
"Oregon","Fruits","ETS",0.0701823009982327,0.187436979684206,"Food"
"Oregon","Mixed","ARIMA",0.0307617187499614,0.124019592706153,"Food"
"Oregon","Mixed","ETS",0.030717739623415,0.124025782921988,"Food"
"Oregon","Pasta","ARIMA",0.0407986111111111,0.142826137508355,"Food"
"Oregon","Pasta","ETS",0.0408300365387293,0.142833266710203,"Food"
"Oregon","Salads","ARIMA",0.0307617187499768,0.124019592706153,"Food"
"Oregon","Salads","ETS",0.0307783219942571,0.12402579060122,"Food"
"Oregon","Potatoes","ARIMA",0.0307717053315487,0.123985190360939,"Food"
"Oregon","Potatoes","ETS",0.030824358957649,0.124025773782094,"Food"
"Virginia","Meat","ARIMA",0.287961378837527,0.414003350556151,"Food"
"Virginia","Meat","ETS",0.296954893032991,0.420704792246447,"Food"
"Virginia","Pastries","ARIMA",0.115366997263419,0.241045422056746,"Food"
"Virginia","Pastries","ETS",0.117298943920764,0.242073542989515,"Food"
"Virginia","Fish","ARIMA",0.021180607767297,0.124246886072718,"Food"
"Virginia","Fish","ETS",0.0278330272589968,0.122785413919604,"Food"
"Virginia","Vegetables","ARIMA",0.0509982638891073,0.189156456222238,"Food"
"Virginia","Vegetables","ETS",0.0510008875504331,0.18916590415267,"Food"
"Virginia","Dairy","ARIMA",0.103354422719029,0.227909053542115,"Food"
"Virginia","Dairy","ETS",0.108123593992262,0.232410638992148,"Food"
"Virginia","Seafood","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Virginia","Seafood","ETS",0.010296816578569,0.0719841790586477,"Food"
"Virginia","Fruits","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Virginia","Fruits","ETS",0.0206102855495692,0.101534179092957,"Food"
"Virginia","Mixed","ARIMA",0.0410156250002536,0.175544786941174,"Food"
"Virginia","Mixed","ETS",0.0411480935773214,0.175553507361516,"Food"
"Virginia","Pasta","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Virginia","Pasta","ETS",0.0206355770874229,0.101534171783015,"Food"
"Virginia","Salads","ARIMA",0.0602529556096203,0.17382111451385,"Food"
"Virginia","Salads","ETS",0.0574401187644625,0.169969644112385,"Food"
"Virginia","Potatoes","ARIMA",0.0307617187499222,0.124019592706153,"Food"
"Virginia","Potatoes","ETS",0.0308339262959737,0.124025759315335,"Food"
"Virginia","Eggs","ARIMA",0.0307617187499612,0.124019592706153,"Food"
"Virginia","Eggs","ETS",0.0307543688380999,0.12402578717978,"Food"
"Georgia","Meat","ARIMA",0.413292803481854,0.528975003331473,"Food"
"Georgia","Meat","ETS",0.435784776941231,0.53454145071006,"Food"
"Georgia","Pastries","ARIMA",0.100368923611652,0.283937774384146,"Food"
"Georgia","Pastries","ETS",0.10043375465764,0.28395194175217,"Food"
"Georgia","Fish","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Georgia","Fish","ETS",0.0103746475576971,0.0719841915889432,"Food"
"Georgia","Vegetables","ARIMA",0.0608723958334747,0.20171788261497,"Food"
"Georgia","Vegetables","ETS",0.0608965015287831,0.201727958691823,"Food"
"Georgia","Dairy","ARIMA",0.0605468749997399,0.173992636338438,"Food"
"Georgia","Dairy","ETS",0.0605780338959797,0.174001303066279,"Food"
"Georgia","Seafood","ARIMA",0.0307617187499226,0.124019592706153,"Food"
"Georgia","Seafood","ETS",0.0308133041677791,0.124025776631006,"Food"
"Georgia","Fruits","ARIMA",0.104202040809844,0.228406030895741,"Food"
"Georgia","Fruits","ETS",0.107987675370236,0.232410681140311,"Food"
"Georgia","Pasta","ARIMA",0.0407986111111022,0.142826137508355,"Food"
"Georgia","Pasta","ETS",0.0407837776823717,0.142833276103308,"Food"
"Georgia","Salads","ARIMA",0.0306897642799061,0.124007271634273,"Food"
"Georgia","Salads","ETS",0.0307980664945444,0.124025778079279,"Food"
"Georgia","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Georgia","Potatoes","ETS",0.0103412350050718,0.0719841888878419,"Food"
"Georgia","Eggs","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Georgia","Eggs","ETS",0.0206886741575918,0.101534149257479,"Food"
"Georgia","Beverages","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Georgia","Beverages","ETS",0.0206710785692149,0.10153416507171,"Food"
"Iowa","Meat","ARIMA",0.198485392430585,0.329819154180488,"Food"
"Iowa","Meat","ETS",0.204223533654127,0.334487394072095,"Food"
"Iowa","Pastries","ARIMA",0.0788439290415556,0.219403021917526,"Food"
"Iowa","Pastries","ETS",0.0803103283980705,0.224393055177355,"Food"
"Iowa","Vegetables","ARIMA",0.0185130274283468,0.116805435340675,"Food"
"Iowa","Vegetables","ETS",0.0307234795033364,0.124025768058711,"Food"
"Iowa","Dairy","ARIMA",0.030761718749988,0.124019592706153,"Food"
"Iowa","Dairy","ETS",0.0303538966222676,0.124026386275136,"Food"
"Iowa","Fruits","ARIMA",0.0700729960742326,0.187315796497232,"Food"
"Iowa","Fruits","ETS",0.0702723826227939,0.187437012662017,"Food"
"Iowa","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Iowa","Mixed","ETS",0.0103942029319586,0.071984184928656,"Food"
"Iowa","Pasta","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Iowa","Pasta","ETS",0.0206477772590776,0.101534176078504,"Food"
"Iowa","Salads","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Iowa","Salads","ETS",0.0206447926750924,0.101534174428288,"Food"
"Iowa","Eggs","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Iowa","Eggs","ETS",0.0103355914950985,0.0719841868978628,"Food"
"Louisiana","Meat","ARIMA",0.108018663194586,0.232399078305449,"Food"
"Louisiana","Meat","ETS",0.107975171598128,0.232410681368851,"Food"
"Louisiana","Pastries","ARIMA",0.0410156250000106,0.175544786941174,"Food"
"Louisiana","Pastries","ETS",0.030790135972745,0.175747306487738,"Food"
"Louisiana","Fish","ARIMA",0.015625,0.125,"Food"
"Louisiana","Fish","ETS",0.030848746943874,0.124025764442529,"Food"
"Louisiana","Vegetables","ARIMA",0.0205147014764183,0.10152842946869,"Food"
"Louisiana","Vegetables","ETS",0.0227810336739451,0.098751680051924,"Food"
"Louisiana","Seafood","ARIMA",0.0605468749998166,0.173992636338438,"Food"
"Louisiana","Seafood","ETS",0.0604724323879153,0.174001350576581,"Food"
"Louisiana","Fruits","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Louisiana","Fruits","ETS",0.0209338154285869,0.0998333222077298,"Food"
"Louisiana","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Louisiana","Mixed","ETS",0.0103581121464248,0.0719841921342296,"Food"
"Louisiana","Pasta","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Louisiana","Pasta","ETS",0.0103916658371349,0.0719841860588602,"Food"
"Louisiana","Salads","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Louisiana","Salads","ETS",0.0206072491535846,0.101534176359326,"Food"
"Massachusetts","Meat","ARIMA",0.199252519587236,0.389133902887174,"Food"
"Massachusetts","Meat","ETS",0.187085825364627,0.322093216182616,"Food"
"Massachusetts","Pastries","ARIMA",0.111308329713655,0.231761888790131,"Food"
"Massachusetts","Pastries","ETS",0.117374269068383,0.231713472563702,"Food"
"Massachusetts","Fish","ARIMA",0.0650488981102546,0.141874984840662,"Food"
"Massachusetts","Fish","ETS",0.0595141741753365,0.169195325954719,"Food"
"Massachusetts","Vegetables","ARIMA",0.0178535322842595,0.115134180732017,"Food"
"Massachusetts","Vegetables","ETS",0.0307816171951966,0.124025784674994,"Food"
"Massachusetts","Dairy","ARIMA",0.0507269965278263,0.159259217202298,"Food"
"Massachusetts","Dairy","ETS",0.0506976889959946,0.15926716789273,"Food"
"Massachusetts","Seafood","ARIMA",0.0324680568771914,0.134301850586457,"Food"
"Massachusetts","Seafood","ETS",0.0297757277648247,0.141318786901782,"Food"
"Massachusetts","Fruits","ARIMA",0.040798611111111,0.142826137508355,"Food"
"Massachusetts","Fruits","ETS",0.0407930352004738,0.142833273151739,"Food"
"Massachusetts","Pasta","ARIMA",0.015625,0.161374306091976,"Food"
"Massachusetts","Pasta","ETS",0.0308473009496126,0.16062409449102,"Food"
"Massachusetts","Salads","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Massachusetts","Salads","ETS",0.0103189971953021,0.0719841772165215,"Food"
"Massachusetts","Eggs","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Massachusetts","Eggs","ETS",0.0103911582626748,0.0719841862735979,"Food"
"Michigan","Meat","ARIMA",0.32797209152922,0.44739170148502,"Food"
"Michigan","Meat","ETS",0.332233792649273,0.451167645570968,"Food"
"Michigan","Pastries","ARIMA",0.125818878239203,0.248725878907426,"Food"
"Michigan","Pastries","ETS",0.126399560876404,0.251257210753036,"Food"
"Michigan","Fish","ARIMA",0.03125,0.306186217847897,"Food"
"Michigan","Fish","ETS",0.0616075896632671,0.304602519201149,"Food"
"Michigan","Vegetables","ARIMA",0.117187500000014,0.242061459137964,"Food"
"Michigan","Vegetables","ETS",0.1169965371646,0.242073454030019,"Food"
"Michigan","Dairy","ARIMA",0.0703583672459136,0.205701109170196,"Food"
"Michigan","Dairy","ETS",0.0741306516824127,0.21026296159994,"Food"
"Michigan","Fruits","ARIMA",0.0407986111111108,0.142826137508355,"Food"
"Michigan","Fruits","ETS",0.0406871317702569,0.142833225671862,"Food"
"Michigan","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Michigan","Mixed","ETS",0.010401168853294,0.0719841810383596,"Food"
"Michigan","Pasta","ARIMA",0.0507269965279597,0.159259217202298,"Food"
"Michigan","Pasta","ETS",0.0508160636498223,0.159267127079711,"Food"
"Michigan","Salads","ARIMA",0.0506027791469242,0.159206670108938,"Food"
"Michigan","Salads","ETS",0.0507120655192465,0.159267164823109,"Food"
"Michigan","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Michigan","Potatoes","ETS",0.0103355914950985,0.0719841868978628,"Food"
"Michigan","Eggs","ARIMA",0.0307617187499223,0.124019592706153,"Food"
"Michigan","Eggs","ETS",0.0308139072430511,0.124025766590653,"Food"
"Utah","Meat","ARIMA",0.0417375114652604,0.123989288799138,"Food"
"Utah","Meat","ETS",0.0393506318590837,0.123952145665368,"Food"
"Utah","Pastries","ARIMA",0.0307617187499225,0.124019592706153,"Food"
"Utah","Pastries","ETS",0.0308187958135717,0.124025772667445,"Food"
"Utah","Vegetables","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Utah","Vegetables","ETS",0.0205860969741675,0.101534168754408,"Food"
"Utah","Dairy","ARIMA",0.135199652777745,0.259999666132264,"Food"
"Utah","Dairy","ETS",0.135232573686411,0.260012649278954,"Food"
"Utah","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Utah","Fruits","ETS",0.0103952174071601,0.0719841844502006,"Food"
"Utah","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Utah","Mixed","ETS",0.0103675091772382,0.0719841922503946,"Food"
"Utah","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Utah","Potatoes","ETS",0.0103832032778034,0.0719841896297075,"Food"
"Utah","Beverages","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Utah","Beverages","ETS",0.0103741380117532,0.0719841916606933,"Food"
"Washington","Meat","ARIMA",0.419813368055522,0.541841918764648,"Food"
"Washington","Meat","ETS",0.405934109409419,0.542092599222265,"Food"
"Washington","Pastries","ARIMA",0.288961477599357,0.41924036931524,"Food"
"Washington","Pastries","ETS",0.296386635730129,0.419195555892176,"Food"
"Washington","Fish","ARIMA",0.144856770833333,0.287120446923703,"Food"
"Washington","Fish","ETS",0.144950197638411,0.28713477622846,"Food"
"Washington","Vegetables","ARIMA",0.228320545833033,0.365743462314382,"Food"
"Washington","Vegetables","ETS",0.230574656065685,0.369663557960458,"Food"
"Washington","Dairy","ARIMA",0.0898437500000415,0.234721965400911,"Food"
"Washington","Dairy","ETS",0.0899051679185825,0.234733710695047,"Food"
"Washington","Seafood","ARIMA",0.323187934027786,0.488779259922673,"Food"
"Washington","Seafood","ETS",0.323214669803049,0.488803681897096,"Food"
"Washington","Fruits","ARIMA",0.0595627198206124,0.171854060034229,"Food"
"Washington","Fruits","ETS",0.0606387274940871,0.174001304826397,"Food"
"Washington","Mixed","ARIMA",0.160156597153704,0.317288997754512,"Food"
"Washington","Mixed","ETS",0.171595639091742,0.3171701084145,"Food"
"Washington","Pasta","ARIMA",0.040798611111111,0.142826137508355,"Food"
"Washington","Pasta","ETS",0.0425260638565511,0.142844405388274,"Food"
"Washington","Salads","ARIMA",0.0987413194444444,0.222195093830224,"Food"
"Washington","Salads","ETS",0.0986939708720968,0.222206189395147,"Food"
"Washington","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Washington","Potatoes","ETS",0.010341747737236,0.0719841890461337,"Food"
"Washington","Eggs","ARIMA",0.015625,0.161374306091976,"Food"
"Washington","Eggs","ETS",0.0315979706312765,0.160625320841835,"Food"
"Washington","Beverages","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Washington","Beverages","ETS",0.0206887452259284,0.101534144852709,"Food"
"Kentucky","Meat","ARIMA",0.015625,0.125,"Food"
"Kentucky","Meat","ETS",0.0305945134740515,0.124025950295077,"Food"
"Kentucky","Vegetables","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Kentucky","Vegetables","ETS",0.0108886957378839,0.0719862087251552,"Food"
"Kentucky","Dairy","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Kentucky","Dairy","ETS",0.0103834808720697,0.0719841891967145,"Food"
"Kentucky","Salads","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Kentucky","Salads","ETS",0.0103204165580178,0.0719841797597564,"Food"
"Tennessee","Meat","ARIMA",0.339260602800503,0.452259683882964,"Food"
"Tennessee","Meat","ETS",0.362812042701013,0.467266264698012,"Food"
"Tennessee","Pastries","ARIMA",0.079861111111111,0.199826313471363,"Food"
"Tennessee","Pastries","ETS",0.0795950392054022,0.199836456703905,"Food"
"Tennessee","Fish","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Tennessee","Fish","ETS",0.0206204972379307,0.101534178591619,"Food"
"Tennessee","Vegetables","ARIMA",0.0798611111110993,0.199826313471363,"Food"
"Tennessee","Vegetables","ETS",0.0786235471661468,0.19984089298751,"Food"
"Tennessee","Dairy","ARIMA",0.0702582465278643,0.187427648077569,"Food"
"Tennessee","Dairy","ETS",0.0703758212133475,0.187437053464485,"Food"
"Tennessee","Seafood","ARIMA",0.0485013655540884,0.152284931106329,"Food"
"Tennessee","Seafood","ETS",0.0506796350522954,0.159267144160096,"Food"
"Tennessee","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Tennessee","Fruits","ETS",0.0103195123894515,0.071984177551967,"Food"
"Tennessee","Mixed","ARIMA",0.0307617187499035,0.124019592706153,"Food"
"Tennessee","Mixed","ETS",0.0308294602649837,0.124025763286102,"Food"
"Tennessee","Pasta","ARIMA",0.040798611111111,0.142826137508355,"Food"
"Tennessee","Pasta","ETS",0.0425156086402781,0.142844406137078,"Food"
"Tennessee","Salads","ARIMA",0.0407026154726025,0.142797934033365,"Food"
"Tennessee","Salads","ETS",0.0408128319616461,0.142833266748152,"Food"
"Tennessee","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Tennessee","Potatoes","ETS",0.0103741380117532,0.0719841916606933,"Food"
"Tennessee","Eggs","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Tennessee","Eggs","ETS",0.0206031546257233,0.101534178500747,"Food"
"Tennessee","Beverages","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Tennessee","Beverages","ETS",0.0103316011464196,0.0719841840146391,"Food"
"Ohio","Meat","ARIMA",0.603027343749805,0.69219906091424,"Food"
"Ohio","Meat","ETS",0.603126054862734,0.692233568738571,"Food"
"Ohio","Pastries","ARIMA",0.43237927802273,0.572863635871884,"Food"
"Ohio","Pastries","ETS",0.452303277480655,0.572666403597175,"Food"
"Ohio","Fish","ARIMA",0.079861111111111,0.199826313471363,"Food"
"Ohio","Fish","ETS",0.0785829740025426,0.199840885086056,"Food"
"Ohio","Vegetables","ARIMA",0.212131076388736,0.340379626197802,"Food"
"Ohio","Vegetables","ETS",0.212411199112266,0.340396591407196,"Food"
"Ohio","Dairy","ARIMA",0.137478298610642,0.31440392234972,"Food"
"Ohio","Dairy","ETS",0.137382535216469,0.314419625059754,"Food"
"Ohio","Seafood","ARIMA",0.0208333333333333,0.165140281197388,"Food"
"Ohio","Seafood","ETS",0.0409480305301347,0.175553537402929,"Food"
"Ohio","Fruits","ARIMA",0.153645833333345,0.294627825494395,"Food"
"Ohio","Fruits","ETS",0.153664403277387,0.294642539130131,"Food"
"Ohio","Mixed","ARIMA",0.0307617187499498,0.124019592706153,"Food"
"Ohio","Mixed","ETS",0.0307963134391067,0.124025780160606,"Food"
"Ohio","Pasta","ARIMA",0.0306897642798083,0.124007271634273,"Food"
"Ohio","Pasta","ETS",0.0321409383808295,0.124033725424591,"Food"
"Ohio","Salads","ARIMA",0.0992838541666665,0.244514470714698,"Food"
"Ohio","Salads","ETS",0.0993064282246849,0.244526692597151,"Food"
"Ohio","Potatoes","ARIMA",0.0307617187499768,0.124019592706153,"Food"
"Ohio","Potatoes","ETS",0.0307998289214096,0.124025780320837,"Food"
"Ohio","Eggs","ARIMA",0.0405276958055245,0.142773003651503,"Food"
"Ohio","Eggs","ETS",0.0408999188681357,0.142833234591831,"Food"
"Ohio","Beverages","ARIMA",0.0494517199365535,0.170160158643504,"Food"
"Ohio","Beverages","ETS",0.060617124759496,0.174001296401213,"Food"
"Oklahoma","Meat","ARIMA",0.0798611111111109,0.199826313471363,"Food"
"Oklahoma","Meat","ETS",0.0786520642663077,0.199840887686985,"Food"
"Oklahoma","Pastries","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Oklahoma","Pastries","ETS",0.0205682733558314,0.101534172681695,"Food"
"Oklahoma","Dairy","ARIMA",0.0307617187499878,0.124019592706153,"Food"
"Oklahoma","Dairy","ETS",0.0308227542949371,0.124025773605322,"Food"
"Oklahoma","Seafood","ARIMA",0.0103459705959364,0.0719784524137837,"Food"
"Oklahoma","Seafood","ETS",0.0137209333267141,0.0702775421657882,"Food"
"Oklahoma","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Oklahoma","Fruits","ETS",0.0104011658756088,0.0719841818679589,"Food"
"Oklahoma","Mixed","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Oklahoma","Mixed","ETS",0.0103321649787912,0.0719841858225301,"Food"
"Arizona","Meat","ARIMA",0.0893554687500008,0.211371082163573,"Food"
"Arizona","Meat","ETS",0.0893494322577334,0.211381638888095,"Food"
"Arizona","Pastries","ARIMA",0.0692853392673465,0.186183490303844,"Food"
"Arizona","Pastries","ETS",0.0703244337373243,0.18743703185588,"Food"
"Arizona","Fish","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Fish","ETS",0.010358623099161,0.0719841921644092,"Food"
"Arizona","Vegetables","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Arizona","Vegetables","ETS",0.0205757016002766,0.101534173036737,"Food"
"Arizona","Dairy","ARIMA",0.0493893281146104,0.156450105964197,"Food"
"Arizona","Dairy","ETS",0.0507500532523354,0.159267171944461,"Food"
"Arizona","Seafood","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Seafood","ETS",0.0103741380117532,0.0719841916606933,"Food"
"Arizona","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Fruits","ETS",0.0103300588721319,0.0719841832459199,"Food"
"Arizona","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Potatoes","ETS",0.0103886196126174,0.0719841872907705,"Food"
"Arizona","Eggs","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Eggs","ETS",0.0103570900844244,0.0719841920625653,"Food"
"Arizona","Beverages","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Arizona","Beverages","ETS",0.0103222759754501,0.0719841806877433,"Food"
"Maine","Meat","ARIMA",0.0506962150124036,0.155514755453287,"Food"
"Maine","Meat","ETS",0.0509955171509285,0.159267217309866,"Food"
"Maine","Pastries","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Maine","Pastries","ETS",0.010383711834918,0.0719841894863939,"Food"
"Maine","Vegetables","ARIMA",0.0571004976685763,0.159621276009199,"Food"
"Maine","Vegetables","ETS",0.0508357201004258,0.159267118722331,"Food"
"Maine","Dairy","ARIMA",0.0191750107416286,0.115056797758485,"Food"
"Maine","Dairy","ETS",0.0387784713082922,0.12375678777394,"Food"
"Maine","Pasta","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Maine","Pasta","ETS",0.010359133999728,0.0719841921908205,"Food"
"Maine","Eggs","ARIMA",0.0104166666666667,0.144337567297406,"Food"
"Maine","Eggs","ETS",0.0208072467640943,0.143968374476312,"Food"
"Idaho","Meat","ARIMA",0.0990986271145619,0.244263537080671,"Food"
"Idaho","Meat","ETS",0.0992777502922491,0.244526684183169,"Food"
"Idaho","Pastries","ARIMA",0.0697770581318493,0.187199750379735,"Food"
"Idaho","Pastries","ETS",0.0703689708211902,0.187436967938286,"Food"
"Idaho","Vegetables","ARIMA",0.0494820338359082,0.156477694155398,"Food"
"Idaho","Vegetables","ETS",0.050668073708998,0.159267136364172,"Food"
"Idaho","Dairy","ARIMA",0.0104166666666667,0.0834221901143479,"Food"
"Idaho","Dairy","ETS",0.0206851606846969,0.101534151815641,"Food"
"Idaho","Seafood","ARIMA",0.0307617187499807,0.124019592706153,"Food"
"Idaho","Seafood","ETS",0.0306981657794995,0.124025768216458,"Food"
"Idaho","Fruits","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Idaho","Fruits","ETS",0.0206249747104185,0.101534173168632,"Food"
"Mississippi","Meat","ARIMA",0.0312500515220811,0.153093796159317,"Food"
"Mississippi","Meat","ETS",0.0387006345310357,0.124196464886934,"Food"
"Mississippi","Pastries","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Pastries","ETS",0.0103947101954634,0.0719841846913121,"Food"
"Mississippi","Fish","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Fish","ETS",0.0103184819485622,0.0719841768773049,"Food"
"Mississippi","Vegetables","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Vegetables","ETS",0.0103437981425046,0.0719841896416093,"Food"
"Mississippi","Seafood","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Seafood","ETS",0.0103371312627609,0.0719841874858156,"Food"
"Mississippi","Pasta","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Mississippi","Pasta","ETS",0.0206045653519047,0.101534170607347,"Food"
"Mississippi","Potatoes","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Potatoes","ETS",0.0103601556443748,0.0719841922323381,"Food"
"Mississippi","Eggs","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Mississippi","Eggs","ETS",0.0103720993075544,0.0719841919099963,"Food"
"Nevada","Meat","ARIMA",0.079861111111111,0.199826313471363,"Food"
"Nevada","Meat","ETS",0.0786406149465413,0.19984087282302,"Food"
"Nevada","Pastries","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"Nevada","Pastries","ETS",0.0205493940091548,0.101534155167251,"Food"
"Nevada","Fish","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Nevada","Fish","ETS",0.010376685221202,0.0719841912642454,"Food"
"Nevada","Seafood","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Nevada","Seafood","ETS",0.0103726090616778,0.0719841918533252,"Food"
"Nevada","Fruits","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"Nevada","Fruits","ETS",0.0103300588721319,0.0719841832459199,"Food"
"Nevada","Pasta","ARIMA",0.0103239655190466,0.0719782395589919,"Food"
"Nevada","Pasta","ETS",0.0112545146961111,0.0706085389073998,"Food"
"New Jersey","Meat","ARIMA",0.109212239583333,0.291992006050204,"Food"
"New Jersey","Meat","ETS",0.109237851663421,0.292006567097657,"Food"
"New Jersey","Pastries","ARIMA",0.0691546423130527,0.186247209531784,"Food"
"New Jersey","Pastries","ETS",0.0703344893557161,0.187437044489402,"Food"
"New Jersey","Fish","ARIMA",0.0407986111111023,0.142826137508355,"Food"
"New Jersey","Fish","ETS",0.0408338128460856,0.142833271204611,"Food"
"New Jersey","Vegetables","ARIMA",0.0104166666666667,0.102062072615966,"Food"
"New Jersey","Vegetables","ETS",0.0206563763248573,0.101534170512818,"Food"
"New Jersey","Dairy","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"New Jersey","Dairy","ETS",0.0108820517602455,0.071986208072802,"Food"
"New Jersey","Seafood","ARIMA",0.00520833333333333,0.0721687836487032,"Food"
"New Jersey","Seafood","ETS",0.0103184819485622,0.0719841768773049,"Food"
"New Jersey","Fruits","ARIMA",0.0104166666666667,0.102062072615966,"Food"
